# Athena++ data at time=9.062500e-01  cycle=117 
# gid   i       x1v         z4c_chi         z4c_gxx         z4c_gxy         z4c_gxz         z4c_gyy         z4c_gyz         z4c_gzz         z4c_Khat         z4c_Axx         z4c_Axy         z4c_Axz         z4c_Ayy         z4c_Ayz         z4c_Azz         z4c_Gamx         z4c_Gamy         z4c_Gamz         z4c_Theta         z4c_alpha         z4c_betax         z4c_betay         z4c_betaz     
00174 0004 -9.68750e+00  8.17826e-01  1.00004e+00 -2.06992e-06 -2.06992e-06  9.99980e-01  6.68805e-08  9.99980e-01 -1.89714e-05 -5.73062e-05  3.01984e-06  3.01984e-06  2.86514e-05 -9.72445e-08  2.86514e-05  6.29248e-06 -7.74925e-08 -7.74925e-08 -8.68147e-06  9.04354e-01  8.40809e-07 -8.38802e-09 -8.38802e-09
00174 0005 -9.06250e+00  8.06878e-01  1.00009e+00 -4.73951e-06 -4.73951e-06  9.99956e-01  1.61773e-07  9.99956e-01 -3.52306e-05 -1.04621e-04  5.68724e-06  5.68724e-06  5.23034e-05 -1.93591e-07  5.23034e-05  9.70763e-06 -1.67719e-07 -1.67719e-07 -7.15299e-06  8.98299e-01  1.35610e-06 -2.11910e-08 -2.11910e-08
00174 0006 -8.43750e+00  7.94543e-01  1.00012e+00 -6.77008e-06 -6.77008e-06  9.99940e-01  2.50103e-07  9.99940e-01 -5.43947e-05 -1.49652e-04  8.42974e-06  8.42974e-06  7.48125e-05 -3.10650e-07  7.48125e-05  8.46602e-06 -2.12587e-07 -2.12587e-07 -2.10277e-06  8.91423e-01  1.00427e-06 -2.76491e-08 -2.76491e-08
00174 0007 -7.81250e+00  7.80534e-01  1.00016e+00 -9.47786e-06 -9.47786e-06  9.99921e-01  3.79286e-07  9.99921e-01 -7.55733e-05 -1.98182e-04  1.19173e-05  1.19173e-05  9.90676e-05 -4.76841e-07  9.90676e-05  8.61308e-06 -3.26900e-07 -3.26900e-07  3.06038e-07  8.83547e-01  1.03319e-06 -4.03711e-08 -4.03711e-08
00174 0008 -7.18750e+00  7.64491e-01  1.00021e+00 -1.36391e-05 -1.36391e-05  9.99896e-01  5.93263e-07  9.99896e-01 -1.01553e-04 -2.65586e-04  1.73383e-05  1.73383e-05  1.32751e-04 -7.54136e-07  1.32751e-04  1.04033e-05 -4.55598e-07 -4.55598e-07 -5.44373e-08  8.74443e-01  1.22372e-06 -5.34214e-08 -5.34214e-08
00174 0009 -6.56250e+00  7.45943e-01  1.00028e+00 -2.01784e-05 -2.01784e-05  9.99859e-01  9.61603e-07  9.99859e-01 -1.39237e-04 -3.63490e-04  2.59997e-05  2.59997e-05  1.81667e-04 -1.23883e-06  1.81667e-04  1.29549e-05 -6.13787e-07 -6.13787e-07 -6.74822e-08  8.63803e-01  1.44318e-06 -6.85690e-08 -6.85690e-08
00174 0010 -5.93750e+00  7.24263e-01  1.00039e+00 -3.08449e-05 -3.08449e-05  9.99805e-01  1.62542e-06  9.99805e-01 -1.96611e-04 -5.11391e-04  4.04074e-05  4.04074e-05  2.55544e-04 -2.12847e-06  2.55544e-04  1.62895e-05 -8.37156e-07 -8.37156e-07 -3.67570e-07  8.51206e-01  1.67274e-06 -8.56266e-08 -8.56266e-08
00174 0011 -5.31250e+00  6.98599e-01  1.00055e+00 -4.90555e-05 -4.90555e-05  9.99723e-01  2.88894e-06  9.99723e-01 -2.87495e-04 -7.41013e-04  6.55870e-05  6.55870e-05  3.70192e-04 -3.86032e-06  3.70192e-04  1.51151e-05 -1.10350e-06 -1.10350e-06  1.36807e-06  8.36064e-01  1.59584e-06 -1.06488e-07 -1.06488e-07
00175 0004 -4.84375e+00  6.75261e-01  1.00075e+00 -3.62430e-05 -3.62430e-05  9.99625e-01  1.17250e-06  9.99625e-01 -3.91944e-04 -1.02339e-03  4.94022e-05  4.94022e-05  5.11115e-04 -1.59408e-06  5.11115e-04  1.13678e-05 -9.38127e-07 -9.38127e-07 -2.14770e-07  8.22068e-01  1.03380e-06 -7.65415e-08 -7.65415e-08
00175 0005 -4.53125e+00  6.58148e-01  1.00092e+00 -4.74764e-05 -4.74764e-05  9.99541e-01  1.64003e-06  9.99541e-01 -4.86902e-04 -1.26569e-03  6.55960e-05  6.55960e-05  6.31967e-04 -2.26435e-06  6.31967e-04  3.82116e-06 -4.24991e-07 -4.24991e-07  6.30347e-06  8.11661e-01  3.12614e-07 -7.87192e-10 -7.87192e-10
