axis_tau,coordinate_time,resolution,record,variable,term,abs_max,value,rho,z,rhs_difference,geometric_difference,trace_difference,nonlinear_difference,lie_difference,hessian_difference,ricci_tensor_difference,trace_lapse_difference,trace_ricci_difference
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_chi,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_gxx,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_gxy,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_gxz,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_gyy,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_gyz,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_gzz,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_Khat,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_Axx,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_Axy,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_Axz,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_Ayy,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_Ayz,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_Azz,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_Gamx,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_Gamy,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_Gamz,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_Theta,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_alpha,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_betax,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_betay,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_betaz,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_Bx,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_By,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_RHS_STAGE_DIAGNOSTIC,z4c_Bz,,,,,,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_chi,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_gxx,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_gxy,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_gxz,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_gyy,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_gyz,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_gzz,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_Khat,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_Axx,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_Axy,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_Axz,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_Ayy,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_Ayz,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_Azz,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_Gamx,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_Gamy,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_Gamz,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_Theta,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_alpha,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_betax,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_betay,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_betaz,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_Bx,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_By,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_RHS_PHASE_DIAGNOSTIC,z4c_Bz,,,,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_geometric_xx,,-3.2693330528926947e-10,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_geometric_xy,,1.0846877923960316e-15,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_geometric_xz,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_geometric_yy,,7.6633379151876762e-10,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_geometric_yz,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_geometric_zz,,-3.2693330528926947e-10,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_trace_xx,,-3.7489060387870131e-11,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_trace_xy,,-0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_trace_xz,,-0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_trace_yy,,-3.7489060387870131e-11,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_trace_yz,,-0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_trace_zz,,-3.7489060387870131e-11,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_nonlinear_xx,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_nonlinear_xy,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_nonlinear_xz,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_nonlinear_yy,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_nonlinear_yz,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_nonlinear_zz,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_lie_xx,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_lie_xy,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_lie_xz,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_lie_yy,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_lie_yz,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_lie_zz,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_divergence_x,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_divergence_y,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_divergence_z,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_lie_x,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_lie_y,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_lie_z,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_damping_x,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_damping_y,,-0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_damping_z,,-0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_lapse_gradient_x,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_lapse_gradient_y,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_lapse_gradient_z,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_hessian_xx,,0.0021137292888553975,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_hessian_xy,,1.2800065212251743e-15,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_hessian_xz,,-0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_hessian_yy,,-0.0042274579039451206,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_hessian_yz,,-0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_hessian_zz,,0.0021137292888553975,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_ricci_tensor_xx,,-0.002113729615788703,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_ricci_tensor_xy,,-1.9531872882914254e-16,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_ricci_tensor_xz,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_ricci_tensor_yy,,0.0042274586702789121,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_ricci_tensor_yz,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_ricci_tensor_zz,,-0.002113729615788703,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_trace_lapse_xx,,-2.2458855827335257e-10,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_trace_lapse_xy,,-0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_trace_lapse_xz,,-0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_trace_lapse_yy,,-2.2458855827335257e-10,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_trace_lapse_yz,,-0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_trace_lapse_zz,,-2.2458855827335257e-10,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_trace_ricci_xx,,1.8709949788548244e-10,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_trace_ricci_xy,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_trace_ricci_xz,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_trace_ricci_yy,,1.8709949788548244e-10,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_trace_ricci_yz,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,A_trace_ricci_zz,,1.8709949788548244e-10,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_advective_x,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_advective_y,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_advective_z,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_expansion_x,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_expansion_y,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_expansion_z,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_ddiv_x,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_ddiv_y,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_ddiv_z,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_contraction_x,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_contraction_y,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_contraction_z,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_second_x,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_second_y,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_AXIS_TERM_POINT_DIAGNOSTIC,,Gamma_second_z,,0,0,0,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_geometric_xx,0.39409171709867241,-0.39409171709867241,5.25,0,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_geometric_xy,0.070205175790996138,-0.070205175790996138,4.625,-0.625,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_geometric_xz,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_geometric_yy,0.3958697810303175,-0.3958697810303175,5.25,0,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_geometric_yz,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_geometric_zz,4.4866720112498308,4.4866720112498308,5.25,0,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_trace_xx,0.13216909715936723,0.13216909715936723,5.25,0,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_trace_xy,0,-0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_trace_xz,0,-0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_trace_yy,0.13216909715936723,0.13216909715936723,5.25,0,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_trace_yz,0,-0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_trace_zz,1.5071624065853757,1.5071624065853757,5.25,0,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_nonlinear_xx,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_nonlinear_xy,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_nonlinear_xz,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_nonlinear_yy,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_nonlinear_yz,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_nonlinear_zz,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_lie_xx,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_lie_xy,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_lie_xz,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_lie_yy,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_lie_yz,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_lie_zz,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,Gamma_divergence_x,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,Gamma_divergence_y,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,Gamma_divergence_z,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,Gamma_lie_x,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,Gamma_lie_y,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,Gamma_lie_z,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,Gamma_damping_x,0,-0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,Gamma_damping_y,0,-0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,Gamma_damping_z,0,-0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,Gamma_lapse_gradient_x,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,Gamma_lapse_gradient_y,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,Gamma_lapse_gradient_z,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_hessian_xx,0.20762241666079861,-0.20762241666079861,5.25,0.375,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_hessian_xy,0.11195681087350676,-0.11195681087350676,6,-0.75,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_hessian_xz,0,-0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_hessian_yy,0.2191198430401276,-0.2191198430401276,5.75,0,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_hessian_yz,0,-0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_hessian_zz,0.27710401042146282,0.27710401042146282,4.625,0,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_ricci_tensor_xx,0.20569381112520821,-0.20569381112520821,5.625,0,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_ricci_tensor_xy,0.15599657487708826,-0.15599657487708826,4.625,-0.625,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_ricci_tensor_xz,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_ricci_tensor_yy,0.20913772153247917,-0.20913772153247917,5.25,0.375,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_ricci_tensor_yz,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_ricci_tensor_zz,4.4982216004814433,4.4982216004814433,5.25,0,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_trace_lapse_xx,0.13137165717783858,0.13137165717783858,5.25,0,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_trace_lapse_xy,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_trace_lapse_xz,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_trace_lapse_yy,0.13137165717783858,0.13137165717783858,5.25,0,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_trace_lapse_yz,0,0,16,16,,,,,,,,,
0.0,0.0,128,Z4C_RHS_TERM_DIAGNOSTIC,,A_trace_lapse_zz,1.4980689680471755,1.4980689680471755,5.25,0,,,,,,,,,
