# Athena++ data at time=9.062500e-01  cycle=59 
# gid   i       x1v         z4c_chi         z4c_gxx         z4c_gxy         z4c_gxz         z4c_gyy         z4c_gyz         z4c_gzz         z4c_Khat         z4c_Axx         z4c_Axy         z4c_Axz         z4c_Ayy         z4c_Ayz         z4c_Azz         z4c_Gamx         z4c_Gamy         z4c_Gamz         z4c_Theta         z4c_alpha         z4c_betax         z4c_betay         z4c_betaz     
00132 0004 -9.68750e+00  8.17826e-01  1.00004e+00 -2.07917e-06 -2.07917e-06  9.99980e-01  6.73307e-08  9.99980e-01 -1.89705e-05 -5.73055e-05  3.02070e-06  3.02070e-06  2.86510e-05 -9.72441e-08  2.86510e-05  8.25917e-06 -5.89258e-08 -5.89258e-08 -8.68217e-06  9.04354e-01 -3.47351e-06 -1.07936e-09 -1.07936e-09
00132 0005 -9.06250e+00  8.06878e-01  1.00009e+00 -4.70012e-06 -4.70012e-06  9.99956e-01  1.61685e-07  9.99956e-01 -3.52301e-05 -1.04648e-04  5.68833e-06  5.68833e-06  5.23168e-05 -1.93590e-07  5.23168e-05  1.07011e-05 -1.54186e-07 -1.54186e-07 -7.17344e-06  8.98299e-01 -2.41577e-06  2.86666e-08  2.86666e-08
00132 0006 -8.43750e+00  7.94543e-01  1.00012e+00 -6.72923e-06 -6.72923e-06  9.99940e-01  2.49072e-07  9.99940e-01 -5.43949e-05 -1.49651e-04  8.42976e-06  8.42976e-06  7.48120e-05 -3.10650e-07  7.48120e-05  7.29976e-06 -2.26735e-07 -2.26735e-07 -2.10088e-06  8.91423e-01 -2.45073e-06  7.27233e-08  7.27233e-08
00132 0007 -7.81250e+00  7.80534e-01  1.00016e+00 -9.43173e-06 -9.43173e-06  9.99922e-01  3.77393e-07  9.99922e-01 -7.55731e-05 -1.98182e-04  1.19172e-05  1.19172e-05  9.90672e-05 -4.76840e-07  9.90672e-05  7.98037e-06 -3.23583e-07 -3.23583e-07  3.05923e-07  8.83547e-01 -2.87547e-06  1.15917e-07  1.15917e-07
00132 0008 -7.18750e+00  7.64491e-01  1.00021e+00 -1.35654e-05 -1.35654e-05  9.99896e-01  5.89996e-07  9.99896e-01 -1.01553e-04 -2.65583e-04  1.73385e-05  1.73385e-05  1.32750e-04 -7.54135e-07  1.32750e-04  1.02432e-05 -4.44008e-07 -4.44008e-07 -5.25177e-08  8.74443e-01 -4.11488e-06  1.80346e-07  1.80346e-07
00132 0009 -6.56250e+00  7.45944e-01  1.00028e+00 -2.00578e-05 -2.00578e-05  9.99860e-01  9.55749e-07  9.99860e-01 -1.39237e-04 -3.63502e-04  2.59982e-05  2.59982e-05  1.81674e-04 -1.23883e-06  1.81674e-04  1.24690e-05 -5.97136e-07 -5.97136e-07 -7.77727e-08  8.63803e-01 -6.10800e-06  2.91914e-07  2.91914e-07
00132 0010 -5.93750e+00  7.24263e-01  1.00039e+00 -3.06326e-05 -3.06326e-05  9.99806e-01  1.61397e-06  9.99806e-01 -1.96611e-04 -5.11300e-04  4.04121e-05  4.04121e-05  2.55499e-04 -2.12848e-06  2.55499e-04  1.51575e-05 -7.76063e-07 -7.76063e-07 -2.99315e-07  8.51206e-01 -9.37989e-06  4.94446e-07  4.94446e-07
00132 0011 -5.31250e+00  6.98599e-01  1.00055e+00 -4.86270e-05 -4.86270e-05  9.99725e-01  2.86289e-06  9.99725e-01 -2.87493e-04 -7.41256e-04  6.55893e-05  6.55893e-05  3.70316e-04 -3.86034e-06  3.70316e-04  1.46129e-05 -9.71892e-07 -9.71892e-07  1.17837e-06  8.36065e-01 -1.51309e-05  8.95402e-07  8.95402e-07
00133 0004 -4.84375e+00  6.75262e-01  1.00074e+00 -3.59147e-05 -3.59147e-05  9.99629e-01  1.16067e-06  9.99629e-01 -3.91939e-04 -1.02334e-03  4.93983e-05  4.93983e-05  5.11096e-04 -1.59455e-06  5.11096e-04  7.87116e-06 -4.99964e-07 -4.99964e-07 -1.99749e-07  8.22068e-01 -2.24721e-05  7.32919e-07  7.32919e-07
00133 0005 -4.53125e+00  6.58150e-01  1.00091e+00 -4.69630e-05 -4.69630e-05  9.99546e-01  1.62120e-06  9.99546e-01 -4.86899e-04 -1.26543e-03  6.55798e-05  6.55798e-05  6.31847e-04 -2.26438e-06  6.31847e-04 -1.07933e-06 -3.84059e-08 -3.84059e-08  6.48840e-06  8.11662e-01 -2.97490e-05  1.03781e-06  1.03781e-06
00133 0006 -4.21875e+00  6.39173e-01  1.00112e+00 -6.22962e-05 -6.22962e-05  9.99440e-01  2.30805e-06  9.99440e-01 -6.13889e-04 -1.59407e-03  8.84795e-05  8.84795e-05  7.95684e-04 -3.28010e-06  7.95684e-04 -2.17893e-05  7.85583e-07  7.85583e-07  1.33643e-06  7.99972e-01 -4.01970e-05  1.50662e-06  1.50662e-06
00133 0007 -3.90625e+00  6.18021e-01  1.00140e+00 -8.39116e-05 -8.39116e-05  9.99302e-01  3.35696e-06  9.99302e-01 -7.78712e-04 -2.02728e-03  1.21643e-04  1.21643e-04  1.01150e-03 -4.86712e-06  1.01150e-03 -5.89388e-05  2.31954e-06  2.31954e-06 -4.18686e-07  7.86752e-01 -5.59401e-05  2.23951e-06  2.23951e-06
00133 0008 -3.59375e+00  5.94308e-01  1.00176e+00 -1.14955e-04 -1.14955e-04  9.99121e-01  4.99930e-06  9.99121e-01 -1.00411e-03 -2.61601e-03  1.70743e-04  1.70743e-04  1.30452e-03 -7.42432e-06  1.30452e-03 -1.28415e-04  5.58372e-06  5.58372e-06  9.50898e-08  7.71683e-01 -7.95132e-05  3.45570e-06  3.45570e-06
00133 0009 -3.28125e+00  5.67565e-01  1.00224e+00 -1.60443e-04 -1.60443e-04  9.98880e-01  7.64326e-06  9.98880e-01 -1.31696e-03 -3.43201e-03  2.45344e-04  2.45344e-04  1.71017e-03 -1.16848e-05  1.71017e-03 -2.58709e-04  1.23394e-05  1.23394e-05  1.78299e-07  7.54350e-01 -1.16444e-04  5.54594e-06  5.54594e-06
00133 0010 -2.96875e+00  5.37206e-01  1.00289e+00 -2.28546e-04 -2.28546e-04  9.98558e-01  1.20358e-05  9.98558e-01 -1.75724e-03 -4.58552e-03  3.62431e-04  3.62431e-04  2.28269e-03 -1.90747e-05  2.28269e-03 -5.11318e-04  2.66276e-05  2.66276e-05 -2.02836e-06  7.34213e-01 -1.77531e-04  9.33221e-06  9.33221e-06
00133 0011 -2.65625e+00  5.02509e-01  1.00376e+00 -3.32336e-04 -3.32336e-04  9.98126e-01  1.95714e-05  9.98126e-01 -2.38300e-03 -6.23886e-03  5.51151e-04  5.51151e-04  3.10156e-03 -3.24606e-05  3.10156e-03 -1.00030e-03  5.84658e-05  5.84658e-05  8.33934e-07  7.10540e-01 -2.83718e-04  1.66715e-05  1.66715e-05
